"Gene_Name","Gene_ID","Gene_Description","Chromosome","Aliases","Pubmed_ID","Homologene_ID","int_protein"
"PGR","5241","PGR progesterone receptor","11","PR; NR3C3; PGR","19382201; 15555905; 8104681","713","APEX2,BATF3,BCAS2,CCNA2,CSNK2A1,CUEDC2,DDX54,ESR1,FKBP5,HMGB2,JDP2,KLF9,NCOA1,NCOA3,PGR,PIAS1,PIAS3,POU2F1,PRMT2,RBM23,RBM39,RELA,SNW1,SORBS1,SRC,TRIM24,UBE3A,UBR5,XRCC6,ZBTB17"
"PID1","55022","PID1 phosphotyrosine interaction domain containing 1","2","PCLI1; NYGGF4; FLJ20701; HMFN2073","17043662","9924","NA"
"PITX1","5307","PITX1 paired-like homeodomain 1","5","BFT; CCF; POTX; PTX1; PITX1","17043662","20584","DVL3,EGR1,NEUROD1,NR5A1,POU1F1,RBPMS,RHOXF2"
"PLA2G4A","5321","PLA2G4A phospholipase A2; group IVA (cytosolic; calcium-dependent","1","PLA2G4; MGC126350; cPLA2-alpha; PLA2G4A","159300340","32059","CASP1,CASP3,CASP4,JAK1,KAT5,MAPK14,MAPKAPK5,MKNK1,PLA2G4A,PLA2G5,RPS6KA5,VIM"
"PLAG1","5324","PLAG1 pleiomorphic adenoma gene 1","8","PSA; SGPA; ZNF912; PLAG1","159300340","1993","KPNA2,SMAD3"
"PLAU","5328","PLAU plasminogen activator; urokinase","10","ATF; UPA; URK; u-PA; PLAU","11063652","55670","CTSB,CTSL1,F2,HGF,IGF2R,LRP2,NID1,PLAT,PLAUR,PLG,SERPINA5,SERPINB2,SERPINB6,SERPINE1,SERPINF2,ST14"
"PLAUR","5329","PLAUR plasminogen activator; urokinase receptor","19","CD87; UPAR; URKR; U-PAR; PLAUR","12130664; 11063652","48120","EEF1A1,FAP,FYN,HCK,IL6ST,ITGAM,ITGB1,JAK1,KNG1,LRP1,LRP1B,MMP12,PFN2,PLAU,SRPX2,SURF2,TYK2,VTN"
"PLEKHH2","130271","PLEKHH2 pleckstrin homology domain containing; family H (with MyTH4 domain) member 2","2","KIAA2028; PLEKHH1L","17043662","35317","NA"
"POLE3","54107","POLE3 polymerase (DNA directed); epsilon 3","9","p17; YBL1; CHRAC17; CHARAC17; POLE3","18949382","9694","CHRAC1,DR1,DRAP1,POLE4"
"POLR2H","5437","POLR2H polymerase (RNA) II (DNA directed) polypeptide H","3","RPB8; RPB17; RPABC3; hsRPB8; POLR2H","15604243","4540","NFKBIB,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2G,POLR2H,POLR2I,POLR2K,POLR2L"
"POM121","9883","POM121 POM121 membrane glycoprotein","7","MGC3792; POM121A; FLJ41820; KIAA0618; DKFZp586G1822; DKFZp586P2220; POM121","15604243","70878","AGR2,AP2B1,ATXN1,CEP55,CLDN3,COL4A3BP,GFAP,GOLGA2,GYG1,LPXN,NFKBIA,POM121,RBPMS,TEX11,TRIM23,TRIP6"
"PPAP2C","8612","PPAP2C phosphatidic acid phosphatase type 2C","19","LPP2; PAP-2c; PAP2-g; PPAP2C","159300340","2752","BAT3,UNC119"
"PPM1D","8493","PPM1D protein phosphatase; Mg2+/Mn2+ dependent; 1D","17","WIP1; PP2C-DELTA; PPM1D","18949382","31185","MDM2,NCL,RPL5,TP53"
"PPPDE1","51029","PPPDE1 PPPDE peptidase domain containing 1","1","PNAS-4; CGI-146; FAM152A; C1orf121; FLJ21998; PPPDE1","18949382","56741","NA"
"PRKAR1B","5575","PRKAR1B protein kinase; cAMP-dependent; regulatory; type I; beta","7","PRKAR1; PRKAR1B","15604243","37665","AKAP1,PPP1R9A,PRKAR1A,SMAD3,SMAD4,WRN"
"PRKCA","5578","PRKCA protein kinase C; alpha","17","AAG6; PKCA; PRKACA; MGC129900; MGC129901; PKC-alpha; PRKCA","11371124","55679","ACTA1,ADAP1,ADCY5,ADD3,ADRA1B,ADRBK1,AFAP1,AKAP12,AKAP5,ANXA2,ANXA7,APLP2,ARHGEF1,ATP2B1,ATP2B2,AVPR1A,BCL2,BTG2,BTK,C1QBP,CASR,CBL,CD163,CD5,CD9,CDC42,CFTR,CHAT,CISH,CORO1B,CREM,CYTH2,DDX5,DGKD,DGKZ,DLG4,DLX3,DNM1,DVL2,EDF1,EEF1D,EGFR,EIF4E,ENTPD5,EWSR1,EZR,F11R,FAS,FLNA,FLNC,FSCN1,GABRG2,GABRR1,GABRR2,GFAP,GFPT1,GJA1,GJB1,GMFB,GNA12,GNA15,GNB2L1,GPM6A,GRIA1,GRIA2,GRIA4,GRIN2A,GRIN2B,GRM1,GRM5,GSK3A,HABP4,HAND1,HAND2,HES1,HLA-A,HMGB1,HMGN1,HMGN2,HSP90AA1,HSPA1A,HSPB8,INSR,ITGB1,ITGB2,ITGB4,ITPKA,ITPKB,KCNE1,KCNE4,KCNQ2,KIT,KRT18,LCK,LMNA,LMNB1,MARCKS,MBP,MGMT,MYLK,MYOD1,NCF1,NFATC1,NOS1,NRGN,NUMB,OCLN,OGG1,OPRD1,PA2G4,PAM,PDLIM7,PEA15,PEBP1,PFKFB2,PICK1,PLCB1,PLD1,PLD2,POLB,PPARA,PPP1R14A,PRKCA,PRKCZ,PRKG1,PTGIR,PTPN11,PTPN12,PTPN6,RAC1,RAF1,RALBP1,RARA,RGS19,RGS2,RGS7,RHO,RHOA,RPL10,RRAD,SCTR,SDC2,SDC4,SDPR,SEMG1,SEMG2,SHC1,SLC1A1,SLC6A9,SNAP23,SNAP25,SPAG1,SPP1,SRC,STXBP1,STXBP3,SYK,TEP1,TERT,THOC5,TIAM1,TNNI3,TNNT2,TOP2A,TP53,TRIM29,TRPC3,TRPV6,VCL,VTN,XK,YWHAG,YWHAZ"
"PRKCD","5580","PRKCD protein kinase C; delta ","3","MAY1; PKCD; MGC49908; nPKC-delta; PRKCD","17959229; 18949382","55963","ACTA1,ACTA2,ACTB,ADAM9,ADCY7,ADD1,ADD2,ADRA2A,ADRB2,ADRBK1,AFAP1,AKT3,BDKRB2,C1QBP,CD34,CDCP1,CHAT,CNP,CREBBP,CYTH1,DAB2,EEF1A1,EGFR,EIF2S1,EP300,ESRRA,FSCN1,FYN,GABRA1,GAP43,GNA13,GNAZ,GNB2L1,GRM5,GSK3A,HABP4,HNRNPK,HSP90AA1,IGF1R,IL6ST,INSR,IRS1,ITGA6,ITGB2,ITGB4,ITGB7,KCNJ1,KCNJ4,KLF5,LCK,LMNB1,LMNB2,LYN,MAPK1,MAPK3,MAPT,MBP,MEP1B,MS4A2,MUC1,NCF1,NCF4,NFE2L2,NUMB,OPRD1,PAK1,PDP1,PDP2,PDPK1,PEBP1,PIK3CA,PIK3CB,PLCB1,PLD2,PLSCR1,PLSCR3,PPARA,PPM1A,PPP1CA,PPP2CA,PPP2R5C,PRKCD,PRKCZ,PRKDC,PTK2B,PTPN22,PTPN6,PTPRA,RAC1,RAF1,RASGRP3,RIPK4,RUNX2,SDC4,SHC1,SRC,STAT1,STAT3,TAGLN,TIAM1,YWHAB,YWHAG,YWHAZ"
"PSMA3","5684","PSMA3 proteasome (prosome; macropain) subunit; alpha type; 3","14","HC8; PSC3; MGC12306; MGC32631; PSMA3","15604243","2082","ATN1,AURKB,BAT2,CDKN1A,CRYAB,CSNK2A1,EGR1,GFI1B,HHEX,PLK1,PRNP,PSMA1,PSMA2,PSMA4,PSMA6,PSMA7,PSMB5,RERE,SNRPB,SNRPF,STUB1,STX11,XRN2"
"PTEN","5728","PTEN phosphatase and tensin homolog","10","BZS; DEC; GLM2; MHAM; TEP1; MMAC1; PTEN1; 10q23del; MGC11227; PTEN","11309338; 18377423; 11190805; 9354433; 12790783","265","AKT1,ANG,AR,CAV1,CHGB,COPS6,CSNK2A1,CSNK2A2,DLG1,HBA1,MAGI2,MAGI3,MAST1,MAST2,MAST3,MVP,PPP1CA,PXN,SLC9A3R1,SLC9A3R2,STK11,TP53,UBE2I,UBE2L3,UTP14A"
"PTGS1","5742","PTGS1 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)","9","COX1; COX3; PHS1; PCOX1; PGHS1; PTGHS; PGG/HS; PGHS-1; PTGS1","159300340","743","NUCB1,PTGS1"
"PTGS2","5743","prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)","1","COX2; COX-2; PHS-2; PGG/HS; PGHS-2; hCox-2; GRIPGHS","15598938; 12209724","31000","BAT5,CAV1,NUCB1,PTGS2,TP53"
"PTPRC","5788","PTPRC protein tyrosine phosphatase; receptor type; C","1","LCA; LY5; B220; CD45; L-CA; T200; CD45R; GP180","17043662","2126","ANP32A,CD1D,CD2,CD22,CD247,CD28,CD4,CD8A,CSNK2A1,CSNK2A2,CXCR4,DPP4,EZR,FCGR3A,FYN,GANAB,GRB2,IFNAR1,INSR,IRS1,ITGAL,JAK1,JAK2,JAK3,LCK,LCP2,LGALS1,LSM1,LYN,MBL2,PAEP,PPFIA1,PPFIBP2,PRKCSH,PTPN6,PTPRC,PTPRCAP,RASA1,RNF11,SEMA4D,SKAP1,TYK2,ZAP70"
"PYCARD","29108","PYCARD PYD and CARD domain containing","16","ASC; TMS; TMS1; CARD5; TMS-1; MGC10332; PYCARD","18949382","8307","CASP1,MEFV,NLRC4,NLRP1,NLRP12,NLRP3,POP1,PRKAR1A,PYDC2,SRF"
"RAB2A","5862","RAB2A RAB2A; member RAS oncogene family","8","RAB2; RAB2A","18949382","20628","BLZF1,FAM71C,GAPDH,GDI2,GOLGA2,GORASP2,PRKCI,ZFYVE20"
"RAD51","5888","RAD51 RAD51 homolog (RecA homolog; E. coli) (S. cerevisiae)","15","RECA; BRCC5; HRAD51; RAD51A; HsRad51; HsT16930; RAD51","20602259","2155","ABL1,ATM,ATRX,BCCIP,BLM,BRCA1,BRCA2,C17orf28,CASP3,CASP7,CHD3,CHEK1,DMC1,DNAJA3,ERCC2,FANCD2,IRS1,RAD51,RAD51AP1,RAD51AP2,RAD51C,RAD52,RAD54B,RAD54L,RPA1,SUMO1,TP53,UBE2I,VIM"
"RAMP1","10267","RAMP1 receptor (G protein-coupled) activity modifying protein 1","2","-","17043662","4275","CALCA,CALCR,CALCRL,IAPP,VIPR1"
"RARRES1","5918","RARRES1 retinoic acid receptor responder (tazarotene induced) 1","3","TIG1; RARRES1","15604243","2166","NA"
"RASGEF1A","221002","RASGEF1A RasGEF domain family; member 1A","10","CG4853; FLJ37817; RASGEF1A","159300340","17067","NA"
"RASSF1","11186","RASSF1 Ras association (RalGDS/AF-6) domain family member 1","3","123F2; RDA32; NORE2A; RASSF1A; REH3P21; RASSF1","16619251; 18404674; 17170014","10499","ATP2B4,CDC20,CNKSR1,DAXX,E4F1,EXOSC8,HRAS,IGFBP5,MAP1B,MAP1S,MAPK8,MDM2,MOAP1,NUDT10,RASSF1,RASSF5,STK4,TNFRSF10A,TNFRSF1A,TUBB,TUBG1,XPA"
"RASSF2","9770","RASSF2 Ras association (RalGDS/AF-6) domain family member 2","20","KIAA0168; RASFADIN; DKFZp781O1747; RASSF2","18404674","22840","HRAS,KRAS"
"RASSF6","166824","RASSF6 Ras association (RalGDS/AF-6) domain family member 6","4","DKFZp686K23225; RASSF6","159300340","37125","NA"
"RBP1","5947","RBP1 retinol binding protein 1; cellular ","3","CRBP; RBPC; CRBP1; CRBPI; CRABP-I","16575402","2175","-,BRMS1,BRMS1L,HDAC1,HDAC2,ING1,LRAT,LRP2,MED26,RBBP4,RBBP7,SAP30,SIN3A"
"RBP7","116362","RBP7 retinol binding protein 7; cellular","1","CRBP4; CRBPIV; MGC70641","17043662","32521","NA"
"RHOC","389","RHOC ras homolog gene family; member C","1","H9; ARH9; ARHC; RHOH9; MGC1448; MGC61427; RHOC","18949382","90945","ARHGAP1,CIT,DIAPH1,ROCK1,RTKN"
"RNF213","57674","RNF213 ring finger protein 213","17","NET57; MGC9929; C17orf27; FLJ13051; KIAA1554; KIAA1618; MGC46622; DKFZp762N1115; RNF213","159300340","45439","NA"
"RORB","6096","RORB RAR-related orphan receptor B","9","RZRB; NR1F2; ROR-BETA; RZR-BETA; bA133M9.1","17043662","38250","MAP6,NCOA1,NCOA6,NME1,NME2,NPPA,NRIP1,NRIP2,PNRC1,PNRC2,PSMC4,UBE2I"
"RP54X","6191","RPS4X ribosomal protein S4; X-linked","X","S4; CCG2; RPS4; SCAR; SCR10; DXS306; FLJ40595; RPS4X","15604243","90857","NA"
"RPS6KB1","6198","RPS6KB1 ribosomal protein S6 kinase; 70kDa; polypeptide 1","17","S6K; PS6K; S6K1; STK14A; p70-S6K; p70-alpha; p70(S6K)-alpha; RPS6KB1","15627061","81703","AKT1,CDC42,CDK1,COASY,CSNK2B,EEF2K,EIF4B,EIF4EBP1,MAPK1,MAPK3,MAPK8,MAPK9,MAPT,MTOR,NCBP1,NEK6,PDK1,PDPK1,PIK3CA,PIN1,POLDIP3,PPP1R9A,PPP1R9B,PPP2CA,RAC1,RPS6,RPTOR,STK11,TERT,TRAF4,XPO1"
"RPS6KB2","6199","RPS6KB2 ribosomal protein S6 kinase; 70kDa; polypeptide 2","11","KLS; SRK; S6K2; STK14B; p70S6Kb; P70-beta; S6K-beta2; P70-beta-1; P70-beta-2; p70(S6K)-beta; RPS6KB2","15627061","68374","COASY,EEF2K,MTOR,PDPK1,PRKCE,RPS6"
"RUNX1","861","RUNX1 runt-related transcription factor 1","21","AML1; CBFA2; EVI-1; AMLCR1; PEBP2aB; AML1-EVI-1; RUNX1","15604243","1331","AR,CBFA2T2,CBFA2T3,CBFB,CCND1,CCND2,CCND3,CDK6,CEBPA,CEBPB,ELF2,ELF4,EP300,FOS,FOXP3,HIPK1,HIPK2,JUN,MYST3,MYST4,NCOR2,PAX5,SUV39H1,TAZ,TLE1,TLE2,WWTR1,YAP1"
"RUNX1T1","862","RUNX1T1 runt-related transcription factor 1; translocated to; 1 (cyclin D-related)","8","CDR; ETO; MTG8; AML1T1; ZMYND2; CBFA2T1; MGC2796; FLJ33145; DKFZp564B213","17043662","3801","ABI3,ATN1,BCL6,C19orf57,CBFA2T3,GFI1,HDAC1,HDAC3,HDAC8,HSP90AA1,ID1,ID3,KPNA1,KPNB1,NCOR1,NCOR2,NECAB2,PRKAR2A,RUNX1T1,SIN3A,TAF9B,TCF3,TCF4,UBQLN4,WBP11,ZBTB16,ZNF652"
"RUVBL1","8607","RUVBL1 RuvB-like 1 (E. coli)","3","RVB1; TIH1; ECP54; TIP49; INO80H; NMP238; PONTIN; TIP49A; Pontin52; RUVBL1","15604243","37839","ACTL6A,C20orf20,CTNNB1,DKC1,KIAA1377,PLG,RUVBL2,TBP,TERT"
"S100A2","6273","S100A2 S100 calcium binding protein A2","1","CAN19; S100L; MGC111539; S100A2","17043662","48389","S100A2,S100P,TP53,TPM1,TPM2,TPM3"
"S100A4","6275","S100A4 S100 calcium binding protein A4","1","42A; 18A2; CAPL; FSP1; MTS1; P9KA; PEL98; S100A4","17673926","7924","ACTA1,ANXA2,BAT3,METAP2,MYH10,MYH2,MYH4,MYH9,NOV,PPFIBP1,S100A1,S100A4,S100P,SEPT2,SEPT6,SEPT7,TP53,TPM2,TPM3,UNC119"
"SAA1","6288","SAA1 serum amyloid A1","11","SAA; PIG4; SAA2; TP53I4; MGC111216; SAA1","19536090","81819","-,COL4A1,COL4A2,COL4A3,COL4A4,FPR1,LAMA1"
"SAA2","6289","SAA2 serum amyloid A2","11","SAA2","17043662","117956","COL4A1,LAMA1,SAA2"
"06/01/11","6303","SAT1 spermidine/spermine N1-acetyltransferase 1","X","SAT; DC21; KFSD; SSAT; KFSDX; SSAT-1; SAT1","159300340","37716","NA"
"SCARA5","286133","SCARA5 scavenger receptor class A; member 5 (putative)","8","Tesr; NET33; FLJ23907; MGC45780","286133","12556","NA"
"SCGB2A2","4250","SCGB2A2 secretoglobin; family 2A; member 2 ","11","MGB1; UGB2; MGC71974; SCGB2A2","159300340","105651","SCGB1D2"
"SDC1","6382","SDC1 syndecan 1","2","SDC; CD138; SYND1; syndecan; SDC1","19539355","2252","CASK,CCL5,CTSG,ELANE,FGF2,HGF,IGFBP7,IL8,LACRT,MDK,MMP14,PTN,SDCBP"
"SELP","6403","SELP selectin P (granule membrane protein 140kDa; antigen CD62)","1","CD62; GRMP; PSEL; CD62P; GMP140; LECAM3; PADGEM; FLJ45155; SELP","15604243","2260","AP1M1,CD24,EZR,FUT4,GP1BA,SELP,SELPLG,SERPING1,SNX17,VCAN"
"SERPINA3","12","SERPINA3 serpin peptidase inhibitor; clade A (alpha-1 antiproteinase; antitrypsin); member 3","14","ACT; AACT; GIG24; GIG25; MGC88254; SERPINA3","15604243","111129","ADAMTS4,APP,CELA1,CMA1,CTRB1,CTRC,CTRL,CTSG,DNAJC1,ELANE,ERBB2,F5,HOXB1,KLK2,KLK3,KLK4,MMP1,MST1,POLA1,SERPINA3"
"SERPINB2","5055","SERPINB2 serpin peptidase inhibitor; clade B (ovalbumin); member 2","18","PAI; PAI2; PAI-2; PLANH2; HsT1201; SERPINB2","11063652","20571","IRF3,PLAU,PRPF8,PSMB1,RB1,SERPINB2"
"SESN3","143686","sestrin 3","11","SEST3; MGC29667","17504987","14386","NA"
"SFN","2810","SFN stratifin","1","YWHAS; SFN","16243811; 159300340","4475","ABL1,BAD,BAX,BCR,CCAR1,CDC25B,CDK1,CHST1,EEF1A1,EGFR,EIF2S1,EIF4B,FAM189A2,GPRIN2,HDAC5,HNRNPD,ING1,KCNK15,KCNK3,KCNK9,KIAA0408,MAP3K5,MARK3,MDM4,MST1R,NR3C1,PLEKHF2,PLK4,RFFL,TBL3,TRIM25,TSC2,WDYHV1,YWHAG,ZFP36"
"SFRS3","6428","SRSF3 serine/arginine-rich splicing factor 3","6","SFRS3; SRp20; SRSF3","18949382","74459","CHD1,EXOSC6,HNRNPK,NXF1,PCBP1,PCBP2,RBM7,RBMY1A1,SFRS12,SFRS2IP,SIP1,SRPK1,YWHAB,YWHAG,YWHAQ"
"SHBG","6462","SHBG sex hormone-binding globulin","17","ABP; SBP; TEBG; MGC126834; MGC138391; SHBG","17315164","813","A2M,ACPP,ACTA2,ACTB,ACTG2,AK2,AP1B1,AP2A1,APEH,APOBEC3C,ATP5A1,C17orf65,C9orf24,CD177,CECR5,CEP192,CLDN4,COL1A2,CTSD,DDX3Y,DES,DSTN,EEF1A1,EIF3F,FLNA,FLOT1,FYTTD1,JMJD7-PLA2G4B,KLK4,MPDU1,MT1F,MT1G,MT2A,MXD4,NOMO1,PKM2,PLP2,PSTPIP2,PTGDS,RMND5B,SEMA3F,SHBG,SLC37A1,SNAPIN,SORD,SRI,UBE2O,UBE3A,ZC3H12A"
"SHD","56961","SHD Src homology 2 domain containing transforming protein D","19","SHD","15604243","7537","ABL1"
"SIN3B","23309","SIN3B SIN3 homolog B; transcription regulator (yeast)","19","SIN3B SIN3 homolog B; transcription regulator (yeast)","17043662","81810","HDAC1,HDAC9,IKZF1,IKZF4,MAD1L1,MXD1,MXI1,REST,SETDB1,ZBTB16"
"SKP2","6502","SKP2 S-phase kinase-associated protein 2 (p45)","5","FBL1; FLB1; FBXL1; MGC1366; SKP2","16080017","55942","CCNA2,CCNE1,CCNT1,CDC34,CDK2,CDK9,CDKN1B,CDKN1C,CDT1,CKS1B,CUL1,CUL4A,DDB1,DUSP1,E2F1,ELF4,FZR1,GPS1,MYB,MYBL2,MYC,NLK,ORC1L,PFDN1,RB1,SKP1,TAL1,TCF3,UBB,WEE1"
"SLC18A2","6751","SSTR1 somatostatin receptor 1","14","SRIF-2","17043662","820","CSNK1A1,CSNK2A1,CSNK2A2"
"SLC24A3","57419","SLC24A3 solute carrier family 24 (sodium/potassium/calcium exchanger); member 3","20","NCKX3","17043662","41390","NA"
"SLC26A2","1836","SLC26A2 solute carrier family 26 (sulfate transporter); member 2 ","5","DTD; EDM4; DTDST; MST153; D5S1708; MSTP157; SLC26A2","159300340","73876","NA"
"SLC29A2","3177","SLC29A2 solute carrier family 29 (nucleoside transporters); member 2","11","ENT2; DER12; HNP36; SLC29A2","18949382","37493","NA"
"SLC2A5","6518","SLC2A5 solute carrier family 2 (facilitated glucose/fructose transporter); member 5 ","1","GLUT5; SLC2A5","18949382","55708","NA"
"SLC38A1","81539","SLC38A1 solute carrier family 38; member 1","12","ATA1; NAT2; SAT1; SNAT1; SLC38A1","159300340","12745","NA"
"SLC47A1","55244","SLC47A1 solute carrier family 47; member 1","17","MATE1; FLJ10847; MGC64822; SLC47A1","159300340","34364","NA"
"SMYD2","56950","SMYD2 SET and MYND domain containing 2","1","KMT3C; HSKM-B; ZMYND14; MGC119305; SMYD2","15604243","32466","TP53"
"SNAPC1","6617","SNAPC1 small nuclear RNA activating complex; polypeptide 1; 43kDa","14","SNAP43; PTFgamma; SNAPC1","15604243","2317","RB1,SNAPC3,SNAPC4,TBP"
"SORBS2","8470","SORBS2 sorbin and SH3 domain containing 2","4","ARGBP2; PRO0618; FLJ93447; KIAA0777; SORBS2","159300340","83295","ABL1,ABL2,ADAM15,AKT1,CBL,DLGAP1,DLGAP2,DLGAP4,FLOT1,MLLT4,PAK1,PAK2,PKM2,PTK2B,RPL9,SEMA6A,SYNJ1,TRAF4,VCL,YWHAE"
"SOX2","6657","SOX2 SRY (sex determining region Y)-box 2 ","3","ANOP3; MCOPS3; MGC2413; SOX2","20814443","68298","NR5A1,POU2F1,POU5F1"
"SPDEF","25803","SPDEF SAM pointed domain containing ets transcription factor","6","PDEF; bA375E1.3; RP11-375E1__A.3; SPDEF","159300340","8231","AR,NKX3-1"
"SPHK1","8877","SPHK1 sphingosine kinase 1","17","SPHK; SPHK1","20226264","39748","CTNND2,CTSB,FYN,LYN,RPS6KC1,SPHKAP,TRAF2,TRAF6"
"SPP1","6696","SPP1 secreted phosphoprotein 1","4","OPN; BNSP; BSPI; ETA-1; MGC110940; SPP1","18949382","20156","ABCF3,ACP5,CD44,CSNK2A1,CSNK2A2,CTNNBL1,F2,IGFBP5,ITGA5,ITGA9,ITGAV,ITGB1,MMP3,MMP7,PDLIM7,PRKCA,PRKG1,SGTA,UBQLN4"
"SPRY2","10253","SPRY2 sprouty homolog 2 (Drosophila)","13","hSPRY2; MGC23039; SPRY2","21111454","4267","ADAMTSL4,CBL,CBLB,CBLC,GPRIN2,GRB2,KRTAP4-12,PLSCR1,PTPN11,RAF1,SPRYD5,TRAF2"
"SPTLC1","10558","SPTLC1 serine palmitoyltransferase; long chain base subunit 1","9","HSAN; HSN1; LBC1; LCB1; SPT1; SPTI; HSAN1; MGC14645; SPTLC1","20226264","4681","ABCA1,SPTLC2"
"SRC","6714","v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)","20","ASV; SRC1; c-SRC; p60-Src","10804287","21120","-,ABL1,ACTN1,ADAM12,ADAM15,ADRB2,ADRB3,ADRBK1,AFAP1,AFAP1L2,AKT1,ANKRD11,ANXA1,ANXA2,AR,ARHGAP1,ARHGAP17,ARR3,ASAP1,ATP2B4,AXL,BCAR1,BCR,BMX,CAV1,CAV2,CBL,CBLC,CD2AP,CD33,CD36,CD46,CD59,CDCP1,CDH5,CDK5,CDKN1B,CEACAM1,CEACAM3,CHUK,CNTNAP1,CSK,CTNNB1,CTNND1,CTTN,DAB1,DAB2,DAG1,DAPP1,DDR2,DGKA,DGKZ,DLG4,DNM1,DNM2,DOK1,DOK2,DOK4,EFNB1,EFNB2,EGFR,EPHB2,EPS8,ERBB2,ESR1,ESR2,ETS1,ETS2,EVL,FARP2,FASLG,FGR,FHIT,FOXO1,FRS2,FYB,GAB2,GAB3,GFAP,GIT1,GJA1,GJB1,GNB2L1,GRB10,GRB2,GRIN2A,GRIN2B,GRLF1,GTF2I,GUCY2C,HLA-A,HLA-B,HNF1A,HNRNPK,HRAS,HSP90AA1,IGF1R,IKBKB,IKBKG,IL6R,INPPL1,INSR,ITGB3,JUP,KCNA5,KCNB1,KCNQ5,KDR,KHDRBS1,KIFAP3,KIT,LRP1,MAPK15,MATK,MED28,MET,MPZL1,MST1R,MT-ND2,MUC1,MYLK,NFKBIA,NMT1,NOS2,NPHS1,NR1I2,P2RY2,PAK2,PDCD6IP,PDE6G,PDGFRB,PDPK1,PECAM1,PELP1,PGR,PIK3R1,PKD1,PLCG1,PPARD,PPP2R4,PRKACA,PRKCA,PRKCD,PRKCE,PRKCH,PRKCI,PRKCZ,PRKD1,PTK2,PTK2B,PTPN1,PTPN11,PTPN18,PTPN2,PTPN21,PTPN6,PTPRA,PTPRE,PXN,RAF1,RASA1,RET,RGS16,RXRA,SH2D3C,SH3BP1,SH3PXD2A,SHB,SHC1,SKAP1,SLC9A2,SMARCB1,SMARCE1,SPTAN1,SRC,SRF,STAP2,STAT1,STAT3,STAT5A,STAT5B,STAT6,SYK,SYN1,TERT,THRA,TIAM1,TNFRSF11A,TRAF1,TRAF3,TRAF6,TRAT1,TRIP10,TRIP6,TRPC6,TRPV4,TUB,TXK,TYRO3,VCL,VIL1,WAS,WBP11,WWOX,YTHDC1,YWHAB,YWHAE,YWHAG,YWHAH"
"SRPX","8406","SRPX sushi-repeat containing protein; X-linked","X","DRS; ETX1; SRPX1","17043662","4598","NA"
"ST6GAL1","6480","ST6GAL1 ST6 beta-galactosamide alpha-2;6-sialyltranferase 1","3","ST6N; SIAT1; ST6GalI; MGC48859; ST6GAL1","15604243","2281","CD22,ST6GAL1"
"ST8SIA4","7903","ST8SIA4 ST8 alpha-N-acetyl-neuraminide alpha-2;8-sialyltransferase 4","5","PST; PST1; SIAT8D; MGC34450; MGC61459; ST8SIA-IV; ST8SIA4","159300340","4147","NCAM1,ST8SIA4"
"STK11","6794","STK11 serine/threonine kinase 11","19","PJS; LKB1; STK11","18245476","393","ATM,CAB39,CDC37,MARK1,MARK2,MARK4,MOBKL3,PARD3,PRKAA2,PRKACA,PTEN,RPS6KA3,RPS6KA5,RPS6KB1,SMARCA4,SNRK,STK11,STK11IP,STRADA,STRADB,TNIP2,TP53"
"SULT1A1","6817","SULT1A1 sulfotransferase family; cytosolic; 1A; phenol-preferring; member 1","16","PST; STP; STP1; P-PST; ST1A1; ST1A3; TSPST1; MGC5163; MGC131921; HAST1/HAST2; SULT1A1","18318428","68152","NA"
"SULT1E1","6783","SULT1E1 sulfotransferase family 1E; estrogen-preferring; member 1","4","EST; STE; EST-1; MGC34459; SULT1E1","18318428","121607","BMPR2,C14orf1,C1orf103,C7orf64,COPS6,EEF1A1,ENOX1,IGSF21,SETDB1,SULT2B1,TP53,UNC119"
"TBX3","6926","TBX3 T-box 3","12","UMS; XHL; TBX3-ISO","17043662","4371","TBX3"
"TCEAL7","56849","TCEAL7 transcription elongation factor A (SII)-like 7","X","MGC23947; MPMGp800C04260Q003","17043662","87220","NA"
"TCEB3","6924","TCEB3 transcription elongation factor B (SIII); polypeptide 3 (110kDa; elongin A)","1","EloA; SIII; TCEB3A; FLJ38760; FLJ42849; SIII p110; TCEB3","15604243","37746","MED21,NINL,RAP1A,REXO1,TCEB2"
"TFAM","7019","transcription factor A; mitochondrial","10","TCF6; MtTF1; mtTFA; TCF6L1; TCF6L2; TCF6L3","20232213","31139","PNP,TFB1M,TFB2M"
"TFAP2A","7020","TFAP2A transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)","6","AP-2; BOFS; AP2TF; TFAP2; FLJ51761; AP-2alpha; TFAP2A","17043662","2421","APC,CASP1,CASP3,CASP6,CITED2,CITED4,CLTC,CTNNB1,DEK,EP300,EPN2,HIP1,LDLRAP1,MAGI1,NPM1,RB1,SUMO4,SYT1,TP53,WWP1,WWP2,YBX1"
"TFF1","7031","TFF1 trefoil factor 1","21","pS2; BCEI; HPS2; HP1.A; pNR-2; D21S21; TFF1","9221798","2426","GKN2,MUC6,TFF1,UBQLN1,UBQLN4"
